expression; size; sliced on; sign slice; sign size 
(letrec* ((gg (if #t 21 5)) (ytaqh (begin 16 -8)) (hbdij -3) (jss 11)) (+ (+ gg 22) (+ -17 1)));20;24;(letrec* ((gg (if #t 21 5))) '());6
(let* ((g (let ((k -9)) -21)) (r 21) (dkg 19) (kq 28)) 15);8;-27;(let* ((g (let () -21)) (r 21)) '());5
(let* ((aojxa 18) (f 10)) aojxa);4;-8;(let* ((aojxa 18)) '());3
(let* ((nj -13) (ow -9) (ir 30)) (begin (* (* 30 -9) (/ (* ow 18) (- 25 15))) 15 ir nj));24;-8;(let* ((ow -9)) '());3
(let* ((wtrz (- (if #f 15 -4) -3)) (viftt (if (< 18 -30) 10 22)) (wiqko 4) (oo -26)) (/ (* (- 14 14) 26) -29));27;-16;(let* ((wtrz (- (if #f 15 -4) -3))) '());9
(let* ((ysalj -18) (jbxw -23) (rwbra 0) (okam -16)) (+ okam -5));9;28;(let* ((ysalj -18)) '());3
(let* ((ng (letrec* ((mikkr -8)) mikkr)) (wq (if #f -17 27)) (xwex (/ -2 -13)) (nqkqxr 0)) (+ -17 (* (if (< -6 nqkqxr) nqkqxr (if #f 20 ng)) (- (- wq (* -11 xwex)) ng))));38;22;(let* ((ng (letrec* ((mikkr -8)) mikkr)) (xwex (/ -2 -13)) (nqkqxr 0)) '());10
(let ((v -22)) (* -15 1));6;-9;(let ((v -22)) '());3
(let* ((eqygxy (begin 16 10)) (pw (/ 22 -4)) (uil (if #t -5 6)) (pd 18)) (/ (let ((sntmb -2)) -8) (- (+ (- (/ -24 -26) (/ (* 20 17) eqygxy)) pd) (+ (* -24 -4) 29))));43;24;(let* ((eqygxy (dummy 2)) (pd 18)) (/ (let ((sntmb -2)) -8) (- (+ (- (/ -24 -26) (/ (* 20 17) eqygxy)) pd) (+ (* -24 -4) 29))));35
(let* ((k (begin -17 -18)) (vojb (if #f 0 5)) (d 6)) (let ((dcwnd (if #f (+ -7 (/ d vojb)) (/ 6 vojb))) (ztp (* 25 -9))) (begin (set! ztp 14) -24)));31;13;(let* ((vojb (if #f 0 5)) (d 6)) (let ((dcwnd (if #f (+ -7 (/ d vojb)) (/ 6 vojb)))) '()));21
(let ((zun -15) (p (if #t (+ 14 -21) 27)) (vpnlm 0) (sw -11)) zun);12;24;(let ((zun -15)) '());3
(let ((ljga -3) (btgad -25)) (begin -11 (set! ljga (if #t 4 ljga)) (+ 17 18) ljga));15;24;(let ((ljga -3)) (begin (set! ljga (if #t 4 ljga))));8
(let ((l (if #t 26 16)) (zr -27)) (- (+ zr zr) -5));13;6;(let ((l (if #t 26 16))) '());6
(let* ((qrr 26) (cx (if #f (if #t -10 10) -15)) (ywldv (- 21 20)) (bfp 12)) (let* ((ibfbf (if #f 20 -17)) (zv (+ bfp 17))) (* (* cx bfp) ywldv)));30;-5;(let* ((cx (if #f (if #t -10 10) -15))) '());9
(let* ((etg (begin 4 -7)) (js 26) (xw -25)) (if (< 0 xw) (- -21 (let* () 21)) (if (= -4 28) etg (if #f (* 14 25) js))));29;30;(let* ((etg (begin -7)) (xw -25)) (if (< 0 xw) (- -21 (let* () 21)) '()));15
(let ((qg -13) (frfdbj -22)) (- (/ -10 (+ (* -12 -8) (+ (* qg 23) (* qg frfdbj)))) frfdbj));25;0;(let ((qg -13)) '());3
(let ((gtya (letrec* ((tulyvv 2)) (* 29 tulyvv))) (fi 0) (uj (+ 18 9)) (i -1)) -15);14;-9;(let ((gtya (letrec* ((tulyvv 2)) (* 29 tulyvv))) (i -1)) '());9
(let* ((li (+ (if #t -10 (+ 24 28)) (begin 23 14))) (jrg -14) (e -3) (jozyq 28)) (- (+ 3 e) -12));23;2;(let* ((e -3)) '());3
(letrec* ((vuu 18) (l -28)) (/ 17 (* vuu (+ 5 (- (+ vuu (+ (+ 2 vuu) (- -27 -3))) vuu)))));28;5;(letrec* ((l -28)) '());3
(letrec* ((yts -9) (blocji (* -6 16)) (sxkuc -4)) (/ blocji blocji));11;11;(letrec* ((sxkuc -4)) '());3
(let* ((y (+ (if #t 0 29) -7)) (vmqx (begin 2 -20)) (s (* 13 -18)) (qipak -25)) (+ (+ 21 11) (if #t 15 (if (< -15 s) 2 22))));32;25;(let* ((vmqx (begin -20)) (s (* 13 -18))) '());8
(let ((eqkym (/ -29 23)) (usbyf 26) (rgmdz -22)) -10);8;14;(let ((rgmdz -22)) '());3
(let ((r (if #t -5 -29)) (mbjy -21) (ozi 26) (e 13)) (let* ((n (* 25 (- 14 mbjy))) (p 16)) 23));18;13;(let ((mbjy -21)) '());3
(let* ((jc (letrec* () 4)) (wtwvwx (if #f 19 15)) (o -28)) (letrec* ((an 27)) (/ an 15)));14;-24;(let* ((jc (letrec* () 4))) '());4
(letrec* ((ramwy -2) (nhc 11) (hsu (- -22 -30)) (ofvcb 16)) -30);9;6;(letrec* ((hsu (- -22 -30))) '());6
(let* ((lk 25) (p -26) (evj 23) (dzy 29)) evj);6;-7;(let* ((p -26)) '());3
(let ((zvlh (- 5 (begin -14 -20))) (dlknk (+ (- 25 29) -2)) (z (if #f -7 -1)) (l 8)) zvlh);20;-14;(let ((z (if #f -7 -1))) '());6
(let* ((rkmk -17) (khwr 7)) (+ (if (= 11 -27) -3 0) (if #f 12 13)));16;17;(let* ((khwr 7)) '());3
(letrec* ((f 29) (ev 29) (t (if #t 16 14)) (bmidzq 2)) t);9;-4;(letrec* ((f 29)) '());3
(let ((bm (let* ((qdgi 26)) (+ qdgi qdgi))) (gf -12) (mrqw (* -18 -9)) (tzrnm -1)) 11);14;3;(let ((bm (let* ((qdgi 26)) (+ qdgi qdgi))) (tzrnm -1)) '());9
(let* ((lz (begin 2 -28)) (gi -11) (zu -13)) 28);7;-21;(let* ((lz (begin -28))) '());4
(let* ((qgal (- 8 -30)) (p 10) (ktuj (if #t -16 -24)) (jgusdb -17)) (let* ((meakqk -24)) (begin (set! ktuj (- p jgusdb)) meakqk)));20;-18;(let* ((p 10) (ktuj (dummy -2)) (jgusdb -17)) (let* () (begin (set! ktuj (- p jgusdb)))));13
(letrec* ((avom -14)) (let* ((weoymb avom) (ez -22)) (let* () weoymb)));7;-20;(letrec* ((avom -14)) (let* ((weoymb avom)) '()));5
(let* ((brhkw 24) (nnl (+ (if #t -19 -9) (+ 21 6))) (zzuwhq -26) (bcffgi 20)) (- 1 (begin (- 14 (- zzuwhq 16)) (/ 8 (* (+ (+ (- 16 nnl) -26) zzuwhq) -10)) (- 10 brhkw))));45;-15;(let* ((nnl (+ (if #t -19 -9) (+ 21 6)))) '());12
(let* ((gko (/ 12 (* -2 2))) (a -2) (azp 18)) (+ 17 19));14;23;(let* ((azp 18)) '());3
(let* ((nuorkk (* (begin -29 29) 20)) (jvvgv 23) (arcep (+ 9 1)) (w -28)) (* jvvgv 0));17;13;(let* ((jvvgv 23)) '());3
(let ((dp 3) (ds (begin -18 -23)) (cmnvr 2) (g 10)) (+ -9 (if (< 20 cmnvr) (let* () cmnvr) 20)));18;-2;(let ((cmnvr 2)) (+ -9 (if (< 20 cmnvr) (let* () cmnvr) 20)));13
(letrec* ((eulole (if #f 7 14)) (yqoy (begin -4 17)) (gixw -25) (grne -6)) (let* ((hoeta (/ yqoy eulole)) (bp -4)) 3));17;23;(letrec* () (let* ((bp -4)) '()));4
(let* ((g (- -20 -4)) (pkaq -8) (sjla -19)) (begin (- (- 14 3) (* g pkaq)) (set! g 12) -17));21;25;(let* ((pkaq -8)) '());3
(let ((wsf 23) (udlwfr -4) (gwm (* 8 -14)) (pawik -3)) gwm);9;-1;(let ((pawik -3)) '());3
(let ((myty -19)) (begin (if #t myty myty) myty -9));9;-22;(let ((myty -19)) '());3
(let* ((nna (- -13 11)) (fk 27)) (let* ((a nna) (ks 10)) (let* () (/ a 19))));14;26;(let* ((nna (- -13 11))) (let* ((a nna)) '()));8
(let* ((n 23) (vkey (+ -11 16)) (faju (- 29 -14)) (vrunu 4)) -24);12;11;(let* ((vrunu 4)) '());3
(letrec* ((fprs (begin -26 -8 9)) (mghss -1) (ng (* 5 -27)) (pf 2)) (if #t (if #t (+ (if #t (- 16 16) ng) (- 23 -21)) ng) (+ (/ (+ (+ mghss (- 0 -18)) (- 3 13)) (+ mghss -14)) (/ (/ 18 fprs) (- 26 (+ -16 (- -20 -14)))))));66;5;(letrec* ((mghss -1)) '());3
(let* ((y (/ (if #f (- -10 -20) 16) (begin -17 6))) (uwbavk (let* () -13)) (mbowyl 10) (tdg -26)) -20);18;-28;(let* ((y (/ (if #f (- -10 -20) 16) (begin 6))) (uwbavk (let* () -13))) '());15
(let* ((hhvvl 21) (ockrc (/ -21 (/ 21 18))) (vbx (if #t 14 -23)) (mrfx 19)) 16);15;-18;(let* ((vbx (if #t 14 -23))) '());6
(let ((qese 18) (bddng -18) (wn 8) (uxt -10)) uxt);6;11;(let ((uxt -10)) '());3
(let ((du (+ (if #t (if #t 30 2) 9) (letrec* () 20))) (o -26) (tajf 18) (vyds 20)) (+ (* (+ (if #f -13 -12) 8) (if (= (+ vyds -24) vyds) (* (/ 0 (/ 18 tajf)) vyds) o)) -17));46;14;(let ((du (+ (if #t (if #t 30 2) 9) (letrec* () 20))) (tajf 18) (vyds 20)) '());15
(let* ((tzt 6) (jex -16)) (- (- -15 9) jex));10;1;(let* ((jex -16)) '());3
(let ((jcubse 16) (s -1) (sjo 1)) (- 13 22));8;1;(let ((s -1)) '());3
(let* ((p (letrec* ((igbxbr 14)) (/ (* -2 -25) -24))) (wpo -6) (pii (+ -8 -14)) (dmwjcg -5)) dmwjcg);17;-29;(let* ((p (letrec* () (/ (* -2 -25) -24))) (dmwjcg -5)) '());11
(let* ((vievn (* 8 -24)) (hgxbdl 29) (d 12)) hgxbdl);8;-18;(let* ((vievn (* 8 -24))) '());6
(let ((qajr 3) (z (+ 5 (+ 21 2))) (omdk (/ 11 -17)) (zqp 4)) z);15;23;(let ((zqp 4)) '());3
(let ((qijc (if #f 7 17)) (tsqzxr 1) (x 28)) (begin tsqzxr (/ x -19)));13;-29;(let ((tsqzxr 1)) '());3
(let ((fg (* -23 -15)) (wl 6) (pcr -13)) (* 22 fg));11;0;(let ((fg (* -23 -15))) '());6
(let ((dy (begin -12 -23 7)) (kt (if (= 13 26) -28 1)) (lfxgpc -6) (afg -26)) (begin (+ (- (- 7 lfxgpc) (* lfxgpc (- (* (/ (/ (/ -10 (+ -4 (/ (/ -24 (* -24 (* -3 -4))) dy))) 30) -19) 9) 21))) 24) lfxgpc (set! afg -25) (/ afg (+ 8 30))));68;-7;(let ((kt (if (= 13 26) -28 1))) '());9
(let* ((iqjw 3) (a 27) (eqa (/ -26 26)) (h 23)) (+ (/ (/ (- 4 (* (- a 20) h)) (+ a (- -6 (* (/ iqjw -24) -9)))) 4) (- (/ (- -2 16) 28) (if #t (if #f -3 4) 14))));54;-20;(let* ((iqjw 3)) '());3
(let* ((e (let* ((s 10)) (* (/ -26 29) s))) (khuwnd -27) (kyrt 11) (vd 9)) (if #t (if #t 26 (- (/ (* -13 vd) kyrt) khuwnd)) khuwnd));29;12;(let* ((e (let* ((s 10)) (* (/ -26 29) s)))) '());11
(let* ((f (begin (if #f -4 -14) -24 6)) (y 27) (lkglfk 17) (yxvhxn -22)) lkglfk);12;4;(let* ((f (begin 6))) '());4
(let* ((l (begin -26 25 -20)) (kyvqnm (if #t -9 (+ -1 26))) (fhnny (if #f 22 12)) (i -23)) 12);18;26;(let* ((fhnny (if #f 22 12))) '());6
(let* ((s (+ 10 -16)) (fg (- 12 -15)) (w 21) (juwzl -19)) 28);12;21;(let* ((fg (- 12 -15))) '());6
(let* ((gsi (if #f (/ 7 (* 4 12)) (* 21 -13))) (xirxek (- (* -18 27) (+ 22 0))) (o -8) (dbux -17)) (letrec* ((dgi (- gsi -10)) (n -1)) -2));33;6;(let* ((gsi (if #f (/ 7 (* 4 12)) (* 21 -13)))) '());15
(let ((uamm -16) (qmc (- (if #t 21 -16) 29)) (ewqu 5) (pu 20)) (let* ((vq (- (* -15 29) -8))) vq));20;13;(let ((pu 20)) '());3
(letrec* ((x (if #f -13 -23)) (u 17)) x);7;21;(letrec* ((u 17)) '());3
